Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
305,Nicky Lopez*,31,TEX,AL,0.1,86,240,213,21,59,4,1,1,24,5,3,10,38,.277,.319,.319,.638,87,.287,86,68,5,4,11,2,0,46H/719,,lopezni01
306,Colt Emerson*,20,SEA,AL,-0.1,69,241,221,24,42,6,1,8,23,3,1,15,83,.190,.246,.335,.581,67,.256,62,74,3,2,1,2,0,65/DH,,emersco01
307,Pedro Ramírez#,22,CHC,NL,1.4,74,240,217,35,56,12,2,6,30,7,1,19,43,.258,.318,.415,.733,100,.329,99,90,3,1,1,2,2,4H5D/37,,ramirpe01
308,Donovan Walton*,32,2TM,AL,1.3,82,240,205,34,54,14,1,7,25,2,2,26,39,.263,.366,.444,.809,126,.357,127,91,8,7,2,0,0,4H65/D,,waltodo01
308,Donovan Walton*,32,LAA,AL,0.7,32,97,91,14,29,8,0,3,12,0,0,5,18,.319,.354,.505,.860,144,.372,142,46,1,0,1,0,0,5/4DH,,waltodo01
308,Donovan Walton*,32,ATH,AL,0.7,50,143,114,20,25,6,1,4,13,2,2,21,21,.219,.373,.395,.768,113,.346,117,45,7,7,1,0,0,46H/5,,waltodo01
309,Miguel Amaya,27,CHC,NL,1.3,79,239,201,35,48,10,0,6,26,0,0,23,62,.239,.345,.378,.723,100,.337,109,76,8,10,3,1,0,2D/H3,,amayami01
310,Edmundo Sosa,30,PHI,NL,0.7,79,237,218,27,52,9,2,7,42,4,0,7,50,.239,.278,.394,.672,78,.310,80,86,6,6,1,3,0,756H4/D,,sosaed01
311,Cooper Pratt,21,MIL,NL,1.4,65,236,202,32,56,6,2,3,31,14,2,22,42,.277,.343,.371,.715,98,.332,99,75,8,2,3,7,0,6/H,,prattco01
312,Trevor Story,33,BOS,AL,0.1,56,236,224,21,54,14,0,3,25,5,0,9,75,.241,.271,.344,.615,73,.287,75,77,6,1,0,2,1,6/D,,storytr01
313,Justin Foscue,27,TEX,AL,1.4,93,235,214,25,58,13,1,11,34,0,0,17,59,.271,.332,.495,.827,137,.358,136,106,3,3,0,1,0,4HD/3,,foscuju01
314,Nick Sogard#,28,BOS,AL,1.5,56,235,199,28,53,13,1,5,19,0,1,29,46,.266,.361,.417,.778,121,.346,123,83,3,1,5,1,0,43/56HD,,sogarni01
315,Hunter Feduccia*,29,2TM,2LG,0.7,88,234,203,21,48,9,1,3,19,0,0,25,57,.236,.322,.335,.657,84,.297,82,68,2,1,4,1,0,2/H3D,,feduchu01
315,Hunter Feduccia*,29,TBR,AL,0.6,60,160,141,15,33,7,1,2,12,0,0,14,44,.234,.306,.340,.646,81,.288,77,48,2,1,3,1,0,2/HD,,feduchu01
315,Hunter Feduccia*,29,LAD,NL,0.2,28,74,62,6,15,2,0,1,7,0,0,11,13,.242,.356,.323,.679,90,.316,93,20,0,0,1,0,0,2/H3,,feduchu01
316,Austin Hedges,33,CLE,AL,0.9,74,232,203,22,51,9,0,5,23,1,1,22,42,.251,.325,.369,.694,98,.317,102,75,5,1,4,2,0,2/1H,,hedgeau01
317,Miguel Rojas,37,LAD,NL,0.6,97,231,206,20,55,15,0,3,20,1,1,14,25,.267,.310,.383,.694,90,.308,88,79,9,2,2,7,0,4H6/513D,,rojasmi02
318,Amed Rosario,30,NYY,AL,-0.3,83,231,214,26,50,6,1,10,32,2,1,14,56,.234,.277,.411,.688,89,.309,91,88,1,0,0,3,0,5H/4D79,,rosaram01
319,Esteury Ruiz,27,MIA,NL,0.1,102,231,194,36,43,12,1,6,15,30,7,23,73,.222,.336,.387,.723,104,.345,110,75,0,11,1,1,0,9H78/D,,ruizes01
320,Tyrone Taylor,32,2TM,NL,1.6,94,231,209,34,58,15,0,11,37,3,2,14,40,.278,.326,.507,.833,129,.354,125,106,0,2,4,2,0,7H89/D,,tayloty01
320,Tyrone Taylor,32,NYM,NL,0.7,67,159,145,22,35,8,0,10,28,0,2,9,31,.241,.290,.503,.794,118,.331,115,73,0,1,4,0,0,H789/D,,tayloty01
320,Tyrone Taylor,32,CHC,NL,0.9,27,72,64,12,23,7,0,1,9,3,0,5,9,.359,.403,.516,.918,151,.401,148,33,0,1,0,2,0,7/H89D,,tayloty01
321,Víctor Mesa Jr.*,24,TBR,AL,2.7,70,230,206,32,52,6,3,13,30,9,4,20,45,.252,.320,.500,.820,126,.353,122,103,2,1,2,1,0,9/H78D,,mesavi01
322,Luis Robert Jr.,28,2TM,2LG,1.0,61,230,204,26,45,5,0,11,26,2,3,24,55,.221,.300,.407,.707,97,.316,103,83,6,0,0,2,0,8/7HD,,roberlu01
322,Luis Robert Jr.,28,NYM,NL,0.9,58,218,193,24,43,4,0,10,23,2,3,23,53,.223,.303,.399,.702,96,.316,102,77,5,0,0,2,0,8/7HD,,roberlu01
322,Luis Robert Jr.,28,BAL,AL,0.0,3,12,11,2,2,1,0,1,3,0,0,1,2,.182,.250,.545,.795,119,.333,113,6,1,0,0,0,0,/87,,roberlu01
323,Connor Wong,30,BOS,AL,0.6,72,229,201,22,47,11,0,4,24,3,1,17,55,.234,.311,.348,.659,87,.297,85,70,6,6,4,1,0,2/HD,,wongco01
324,Luis Campusano,27,SDP,NL,1.8,66,228,198,22,54,12,0,8,29,0,0,27,49,.273,.368,.455,.823,131,.365,134,90,5,3,0,0,0,2D/H,,campulu01
325,Marcelo Mayer*,23,BOS,AL,0.0,70,228,205,19,45,10,0,3,22,3,0,16,44,.220,.282,.312,.594,69,.277,70,64,5,3,0,3,0,46/H,,mayerma01
326,Ke'Bryan Hayes,29,CIN,NL,-0.5,85,227,212,19,31,2,1,5,8,1,0,13,48,.146,.203,.236,.438,22,.216,25,50,7,2,0,0,0,5/H,,hayeske01
327,Brice Matthews,24,HOU,AL,0.1,82,226,208,23,41,5,1,7,22,4,4,15,71,.197,.250,.332,.582,64,.254,60,69,3,0,2,1,0,784H/5,,matthbr01
328,Elias Díaz,35,2TM,AL,1.1,83,226,209,20,50,13,0,7,33,0,0,8,55,.239,.270,.402,.672,92,.295,90,84,2,2,4,3,1,2D/H,,diazel01
328,Elias Díaz,35,KCR,AL,0.3,10,23,22,3,5,2,0,2,5,0,0,1,5,.227,.261,.591,.852,133,.396,156,13,0,0,0,0,0,2,,diazel01
328,Elias Díaz,35,TEX,AL,0.8,73,203,187,17,45,11,0,5,28,0,0,7,50,.241,.271,.380,.651,88,.284,83,71,2,2,4,3,1,2D/H,,diazel01
329,Jasson Domínguez#,23,NYY,AL,-0.2,57,222,209,22,47,12,0,6,14,8,1,10,48,.225,.267,.368,.635,75,.289,72,77,1,2,0,0,0,9D/7H,,dominja01
330,Agustín Ramírez,24,MIA,NL,-0.5,63,222,195,27,43,9,1,4,21,4,1,24,54,.221,.311,.338,.649,84,.299,87,66,8,2,0,1,1,D2H,,ramirag01
331,Brett Sullivan*,32,COL,NL,0.5,78,222,204,23,47,13,1,7,32,1,2,13,37,.230,.276,.407,.683,76,.291,67,83,4,1,1,3,0,2H/1D3,,sullibr01
332,Alejandro Osuna*,23,TEX,AL,0.2,78,221,193,26,49,5,0,1,24,5,2,19,33,.254,.345,.295,.641,90,.302,96,57,3,8,1,0,0,7H89/D,,osunaal02
333,Jose Siri,30,LAA,AL,0.8,98,220,200,32,46,10,0,8,28,7,1,13,70,.230,.286,.400,.686,95,.311,96,80,8,3,3,1,1,78H/9D,,sirijo01
334,Anthony Volpe,25,NYY,AL,1.3,63,219,194,23,49,11,1,2,26,11,4,24,46,.253,.333,.351,.684,92,.314,92,68,1,0,0,1,0,6/4H,,volpean01
335,Josh Smith*,28,2TM,AL,-0.1,71,219,189,22,42,4,1,6,15,4,1,24,49,.222,.313,.349,.663,90,.306,94,66,4,2,2,2,1,45H7/D3,,smithjo11
335,Josh Smith*,28,TEX,AL,-0.7,45,154,136,8,29,3,1,1,8,3,1,16,29,.213,.299,.272,.571,68,.266,70,37,2,1,0,1,1,4/H57D3,,smithjo11
335,Josh Smith*,28,TOR,AL,0.6,26,65,53,14,13,1,0,5,7,1,0,8,20,.245,.349,.547,.896,143,.401,152,29,2,1,2,1,0,/547H,,smithjo11
336,Jacob Gonzalez*,24,2TM,2LG,-0.3,78,219,202,20,45,9,0,6,30,2,1,11,42,.223,.275,.356,.632,72,.279,66,72,5,4,1,1,0,63H5,,gonzaja01
336,Jacob Gonzalez*,24,CHW,AL,0.3,30,97,86,11,21,4,0,2,17,0,0,8,22,.244,.323,.360,.683,92,.308,90,31,0,2,1,0,0,3/H5,,gonzaja01
336,Jacob Gonzalez*,24,PIT,NL,-0.6,48,122,116,9,24,5,0,4,13,2,1,3,20,.207,.238,.353,.591,58,.256,47,41,5,2,0,1,0,6H5/3,,gonzaja01
337,Edgar Quero#,23,CHW,AL,-0.8,69,217,187,14,38,1,0,3,19,1,0,18,43,.203,.284,.257,.540,53,.253,51,48,5,5,2,5,0,2H/D,,queroed01
338,Luisangel Acuña,24,CHW,AL,-0.5,97,214,200,21,46,4,0,1,12,17,6,9,41,.230,.264,.265,.529,49,.239,38,53,5,1,2,2,0,68H/D147,,acunajo01
339,José Fernández,22,ARI,NL,0.3,67,211,194,26,51,9,0,3,16,9,2,11,46,.263,.306,.356,.661,84,.315,91,69,3,1,5,0,0,D53H/6,,fernajo06
340,Alika Williams,27,ATH,AL,1.4,82,211,196,24,51,18,1,4,16,1,1,9,47,.260,.298,.423,.722,96,.311,90,83,6,2,3,1,0,64H/5,,willial04
341,Derek Hill,30,2TM,2LG,1.3,110,209,192,29,47,5,1,10,30,13,4,13,68,.245,.296,.438,.734,97,.332,99,84,2,1,3,0,0,*98H7/D3,,hillde01
341,Derek Hill,30,CHW,AL,-0.1,50,90,80,11,17,1,0,4,8,7,4,7,29,.213,.284,.375,.659,83,.288,79,30,1,1,2,0,0,9H78/D,,hillde01
341,Derek Hill,30,PHI,NL,1.4,60,119,112,18,30,4,1,6,22,6,0,6,39,.268,.305,.482,.787,107,.365,114,54,1,0,1,0,0,89H/7D3,,hillde01
342,Andrés Chaparro,27,WSN,NL,0.9,77,206,178,32,46,13,0,11,37,0,0,23,48,.258,.359,.517,.876,138,.391,147,92,4,5,0,0,0,3HD/5,,chapaan01
343,Mickey Gasper#,30,BOS,AL,1.5,59,206,173,25,46,9,1,9,23,0,1,26,31,.266,.376,.486,.861,143,.379,146,84,3,5,1,1,0,D2H3,,gaspemi01
344,Ramón Laureano,31,SDP,NL,0.1,53,206,182,23,37,6,2,7,21,7,2,20,65,.203,.286,.374,.660,84,.293,80,68,1,2,0,2,0,7/9HD,,laurera01
345,Roman Anthony*,22,BOS,AL,0.9,46,205,178,20,42,7,2,4,10,2,0,26,56,.236,.337,.365,.702,100,.317,99,65,1,1,0,0,1,7D/9H,,anthoro01
346,Eli White,32,2TM,2LG,1.5,96,204,191,27,47,9,1,6,29,5,1,11,45,.246,.289,.398,.687,89,.322,97,76,2,1,0,1,0,9H78/D4,,whiteel04
346,Eli White,32,ATL,NL,1.1,69,144,133,17,31,6,1,5,17,4,0,9,31,.233,.285,.406,.691,88,.328,98,54,2,1,0,1,0,97H8/D,,whiteel04
346,Eli White,32,BOS,AL,0.3,27,60,58,10,16,3,0,1,12,1,1,2,14,.276,.300,.379,.679,92,.305,95,22,0,0,0,0,0,8/H79D4,,whiteel04
347,Jorge Mateo,31,2TM,2LG,0.1,89,204,190,40,40,7,0,5,18,19,4,11,61,.211,.256,.326,.582,60,.268,52,62,3,1,1,1,0,6HD/4157,,mateojo01
347,Jorge Mateo,31,ATL,NL,0.7,65,137,129,29,31,6,0,4,11,10,1,8,41,.240,.285,.380,.665,81,.303,75,49,2,0,0,0,0,6H/D147,,mateojo01
347,Jorge Mateo,31,TBR,AL,-0.6,24,67,61,11,9,1,0,1,7,9,3,3,20,.148,.197,.213,.410,15,.196,4,13,1,1,1,1,0,6/4HD5,,mateojo01
348,Drew Romo#,24,CHW,AL,-0.4,60,203,177,17,25,5,0,7,16,1,0,20,47,.141,.239,.288,.527,47,.252,50,51,4,3,2,1,0,2/H3,,romodr01
349,Brent Rooker,31,ATH,AL,-0.4,48,203,180,20,36,4,0,10,29,2,0,19,65,.200,.281,.389,.670,83,.298,78,70,3,2,0,2,1,D/97H,,rookebr01
350,Pedro Pagés,27,STL,NL,-0.2,79,202,182,13,38,6,0,4,11,2,0,12,54,.209,.263,.308,.570,63,.257,59,56,5,2,4,2,0,2/31DH,,pagespe02
351,Lourdes Gurriel Jr.,32,ARI,NL,-0.7,51,201,186,13,39,9,0,2,22,1,0,10,38,.210,.254,.290,.544,51,.248,46,54,2,2,0,3,0,7D/H,,gurrilo01
352,Noelvi Marté,24,CIN,NL,-1.4,63,201,190,19,36,7,0,6,15,7,2,10,52,.189,.229,.321,.550,52,.247,45,61,4,0,0,1,0,9/H8D,,marteno01
353,Blaze Jordan,23,STL,NL,0.4,58,199,186,16,46,8,4,3,28,0,0,7,30,.247,.276,.382,.658,87,.291,86,71,8,2,0,4,0,53/H,,jordabl01
354,Adrian Del Castillo*,26,ARI,NL,-0.8,62,195,179,18,35,6,0,5,24,1,0,13,55,.196,.249,.313,.562,55,.261,55,56,5,0,2,1,0,D2H/31,,delcaad01
355,Danny Jansen,31,TEX,AL,0.6,58,195,170,17,33,8,1,6,21,1,1,15,51,.194,.283,.359,.642,86,.285,85,61,6,6,4,0,0,2/HD,,janseda01
356,Brenton Doyle,28,2TM,2LG,-0.4,78,195,182,28,40,6,1,3,12,13,4,12,65,.220,.268,.313,.581,55,.269,49,57,2,0,1,0,0,8H/D,,doylebr02
356,Brenton Doyle,28,COL,NL,-0.4,45,129,117,22,25,5,0,1,5,9,2,12,42,.214,.287,.282,.569,50,.275,47,33,0,0,0,0,0,8/H,,doylebr02
356,Brenton Doyle,28,CHW,AL,-0.1,33,66,65,6,15,1,1,2,7,4,2,0,23,.231,.231,.369,.600,65,.255,53,24,2,0,1,0,0,8H/D,,doylebr02
357,David Fry,30,CLE,AL,0.0,86,194,165,20,31,5,0,7,15,0,0,28,56,.188,.309,.345,.655,87,.297,87,57,4,1,0,0,1,H79D3/25,,fryda01
358,Leo Jiménez,25,MIA,NL,-0.8,66,194,166,18,33,4,0,2,14,1,0,18,38,.199,.306,.259,.565,62,.269,65,43,7,8,1,1,0,5H3/D46,,jimenle01
359,Christian Koss,28,SFG,NL,0.7,61,190,175,26,42,5,0,4,12,5,0,9,44,.240,.285,.337,.622,76,.291,77,59,3,2,4,0,0,65/H41D,,kossch01
360,Alex Call,31,LAD,NL,0.2,83,189,158,24,37,8,0,1,19,1,1,22,35,.234,.349,.304,.653,83,.312,92,48,2,7,0,2,0,7H9/8D,,callal02
361,Christian Encarnacion-Strand,26,BAL,AL,1.2,51,188,173,22,48,12,0,10,35,1,1,10,51,.277,.326,.520,.846,137,.364,136,90,4,3,1,1,1,5/HD3,,encarch01
362,Tristan Gray*,30,MIN,AL,-0.7,66,188,173,16,39,5,0,4,29,2,0,10,60,.225,.267,.324,.591,66,.269,63,56,2,1,1,3,0,65/H43,,graytr01
363,Victor Scott II*,25,STL,NL,-0.5,75,188,159,19,31,4,0,2,9,11,5,16,44,.195,.275,.258,.533,55,.246,51,41,3,2,10,1,0,8/7H9D,,scottvi01
364,Tyler Heineman#,35,2TM,AL,-0.5,71,188,167,14,29,3,1,1,9,1,0,5,27,.174,.220,.222,.442,25,.204,13,37,7,5,11,0,0,2/1HD,,heinety01
364,Tyler Heineman#,35,TOR,AL,-0.2,31,87,78,6,12,1,0,1,6,0,0,2,19,.154,.205,.205,.410,14,.190,-1,16,2,3,4,0,0,2/1HD,,heinety01
364,Tyler Heineman#,35,LAA,AL,-0.3,40,101,89,8,17,2,1,0,3,1,0,3,8,.191,.234,.236,.470,36,.217,25,21,5,2,7,0,0,2/1,,heinety01
365,Kyle Higashioka,36,TEX,AL,0.6,56,186,165,20,36,4,0,7,18,0,0,19,47,.218,.306,.370,.676,96,.313,104,61,5,2,0,0,0,2/DH1,,higasky01
366,Luis Lara#,21,MIL,NL,1.2,54,184,165,24,43,8,2,1,24,3,1,16,40,.261,.326,.352,.678,88,.304,85,58,2,1,0,2,0,98/H7D,,laralu01
367,Petey Halpin*,24,CLE,AL,0.0,74,181,166,26,36,4,1,4,13,10,1,7,33,.217,.256,.325,.581,65,.269,58,54,1,2,5,1,0,8H/9,,halpipe01
368,Matt Shaw,24,CHC,NL,0.8,71,181,155,25,38,8,3,5,23,4,1,19,32,.245,.337,.432,.769,111,.341,110,67,2,3,3,1,0,H9D4/5738,,shawma01
369,Javier Báez,33,DET,AL,-0.7,53,180,172,24,41,11,1,2,17,1,2,5,34,.238,.267,.349,.616,71,.266,64,60,6,2,0,1,0,684/7H9,,baezja01
370,Yohendrick Piñango*,24,TOR,AL,-0.7,58,180,169,12,44,8,0,5,20,0,0,11,44,.260,.306,.396,.702,92,.308,87,67,6,0,0,0,0,79H/D,,pinanyo01
371,Wenceel Pérez#,26,DET,AL,-0.7,53,175,161,22,29,4,1,7,17,3,1,14,29,.180,.246,.348,.594,64,.263,58,56,1,0,0,0,0,98/H7D,,perezwe01
372,Anthony Seigler#,27,BOS,AL,0.5,49,173,150,21,37,12,1,3,13,2,0,18,28,.247,.327,.400,.727,106,.330,107,60,3,1,2,2,0,4/HD5,,seiglan01
373,Bryan Torres*,28,STL,NL,0.4,69,173,152,17,38,1,2,4,19,2,0,17,33,.250,.326,.362,.687,97,.315,100,55,0,1,1,2,0,7H4/D518,,torrebr01
374,Tommy White,23,ATH,AL,-0.4,46,171,166,18,43,5,0,3,9,0,1,4,28,.259,.275,.343,.618,69,.268,61,57,4,0,0,1,0,35/HD,,whiteto01
375,James Outman*,29,2TM,AL,-0.3,94,170,157,23,27,4,2,5,17,6,3,10,71,.172,.235,.318,.554,54,.245,47,50,0,3,0,0,0,87H9/D,,outmaja01
375,James Outman*,29,MIN,AL,-0.3,49,70,64,9,10,4,1,0,3,4,2,5,29,.156,.229,.250,.479,35,.219,31,16,0,1,0,0,0,87H/9D,,outmaja01
375,James Outman*,29,DET,AL,0.0,45,100,93,14,17,0,1,5,14,2,1,5,42,.183,.240,.366,.606,67,.263,59,34,0,2,0,0,0,8/9H7,,outmaja01
376,Weston Wilson,31,2TM,AL,-0.2,65,169,151,22,33,5,0,4,13,6,1,17,52,.219,.302,.331,.633,83,.294,84,50,2,1,0,0,0,5/H913D7,,wilsowe01
376,Weston Wilson,31,BAL,AL,-0.1,19,46,39,6,9,1,0,1,3,2,1,6,11,.231,.348,.333,.681,96,.314,99,13,0,1,0,0,0,5/1H7,,wilsowe01
376,Weston Wilson,31,SEA,AL,-0.2,46,123,112,16,24,4,0,3,10,4,0,11,41,.214,.285,.330,.615,78,.286,78,37,2,0,0,0,0,5/9H3D17,,wilsowe01
377,Jorge Barrosa#,25,2TM,2LG,0.5,101,169,141,29,28,12,1,2,12,3,0,16,45,.199,.288,.340,.628,74,.294,76,48,1,2,9,1,0,89H7/D,,barrojo01
377,Jorge Barrosa#,25,ARI,NL,0.5,97,159,134,28,27,11,1,2,12,3,0,14,42,.201,.285,.343,.628,74,.294,76,46,1,2,8,1,0,8H97/D,,barrojo01
377,Jorge Barrosa#,25,HOU,AL,0.0,4,10,7,1,1,1,0,0,0,0,0,2,3,.143,.333,.286,.619,79,.295,83,2,0,0,1,0,0,/789,,barrojo01
378,Starling Marte,37,KCR,AL,-0.6,59,168,153,15,37,5,0,2,14,2,2,9,41,.242,.298,.314,.611,74,.271,70,48,4,4,0,2,0,9DH/7,,martest01
379,Max Clark*,21,DET,AL,1.3,42,167,148,23,41,10,3,3,22,5,1,14,35,.277,.352,.446,.797,122,.352,120,66,1,3,2,0,1,8/H,,clarkma04
380,Jake Rogers,31,4TM,AL,0.0,57,167,140,17,23,4,1,4,14,1,0,22,49,.164,.277,.293,.570,61,.262,57,41,4,1,1,3,0,2/1H,,rogerja03
380,Jake Rogers,31,DET,AL,-0.1,34,110,93,11,15,2,1,3,9,1,0,13,31,.161,.266,.301,.567,59,.259,54,28,0,1,1,2,0,2/1H,,rogerja03
380,Jake Rogers,31,BAL,AL,0.0,3,6,5,0,1,0,0,0,0,0,0,1,2,.200,.333,.200,.533,57,.267,67,1,1,0,0,0,0,/2,,rogerja03
380,Jake Rogers,31,BOS,AL,0.2,3,9,6,4,3,2,0,0,2,0,0,2,2,.500,.556,.833,1.389,288,.535,255,5,0,0,0,1,0,/2,,rogerja03
380,Jake Rogers,31,CHW,AL,-0.1,17,42,36,2,4,0,0,1,3,0,0,6,14,.111,.238,.194,.433,23,.211,22,7,3,0,0,0,0,2,,rogerja03
381,Jordan Beck,25,COL,NL,-0.9,56,164,150,15,30,7,2,1,11,2,1,13,48,.200,.262,.293,.556,46,.252,37,44,5,0,0,1,0,97H,,beckjo01
382,Daniel Susac,25,SFG,NL,0.6,53,161,144,11,35,8,1,3,22,2,2,8,36,.243,.289,.375,.664,86,.292,85,54,4,3,2,4,0,2/H5,,susacda01
383,Jahmai Jones,28,2TM,AL,-0.3,87,161,142,18,30,6,1,5,15,3,2,15,51,.211,.304,.373,.678,90,.307,92,53,3,4,0,0,0,DH/79,,jonesja08
383,Jahmai Jones,28,DET,AL,-1.1,57,105,95,7,13,2,0,2,7,0,2,10,35,.137,.219,.221,.440,24,.205,25,21,3,0,0,0,0,DH/79,,jonesja08
383,Jahmai Jones,28,BOS,AL,0.8,30,56,47,11,17,4,1,3,8,3,0,5,16,.362,.464,.681,1.145,220,.497,219,32,0,4,0,0,0,DH/7,,jonesja08
384,Edwin Arroyo#,22,CIN,NL,-0.7,50,160,148,14,33,4,1,0,5,1,1,6,38,.223,.266,.264,.529,49,.256,54,39,0,3,2,1,0,4/56H,,arroyed01
385,Brendan Donovan*,29,SEA,AL,0.5,39,159,137,12,38,7,1,3,15,1,1,15,23,.277,.371,.409,.780,127,.346,127,56,5,6,0,1,0,5/4DH,,donovbr01
386,Endy Rodríguez#,26,PIT,NL,0.6,45,159,135,20,36,6,0,7,20,6,1,23,41,.267,.373,.467,.840,127,.376,129,63,4,0,0,0,0,2/H3D,,rodrien01
387,Isiah Kiner-Falefa,31,BOS,AL,1.4,57,158,141,20,37,5,0,2,16,8,2,16,20,.262,.338,.340,.678,94,.316,96,48,3,0,1,0,0,46/5HD3,,kineris01
388,Brett Bateman*,24,TOR,AL,1.9,34,157,138,23,46,5,1,2,11,3,0,14,32,.333,.400,.428,.828,129,.370,128,59,0,2,2,1,0,8/97,,batembr01
389,Darell Hernaiz,24,ATH,AL,-0.6,56,157,137,13,32,3,0,1,9,3,0,16,31,.234,.316,.277,.594,66,.276,61,38,1,1,2,1,0,654/H9D,,hernada04
390,Blake Dunn,27,CIN,NL,1.1,38,155,142,20,40,7,1,2,7,6,3,10,33,.282,.335,.387,.723,102,.319,100,55,2,2,0,1,0,89/H7D,,dunnbl01
391,Nick Allen,27,HOU,AL,1.1,87,153,136,24,38,5,0,3,14,2,0,10,30,.279,.327,.382,.709,102,.327,106,52,3,1,3,3,0,46H5/D,,allenni02
392,Drew Cavanaugh*,24,SFG,NL,0.2,53,153,132,9,31,3,0,1,10,1,0,18,44,.235,.327,.280,.607,74,.285,76,37,4,0,3,0,0,2H/D,,cavandr01
393,Jake Meyers,30,HOU,AL,0.1,57,153,141,15,30,7,0,3,11,1,2,10,31,.213,.268,.326,.594,69,.282,80,46,3,1,0,1,0,8H/71D,,meyerja02
394,James McCann,36,ARI,NL,0.3,47,152,142,15,40,6,0,5,24,0,0,6,39,.282,.313,.430,.743,104,.329,105,61,5,1,2,1,0,2/31HD,,mccanja02
395,Drew Millas#,28,WSN,NL,-0.6,50,152,130,18,24,4,0,2,11,0,1,14,37,.185,.277,.262,.539,50,.248,46,34,1,3,2,1,0,2/H,,milladr01
396,Jimmy Crooks*,24,STL,NL,-0.5,52,149,134,10,24,6,0,5,14,0,0,9,48,.179,.255,.336,.591,68,.262,65,45,2,5,0,1,0,2/DH,,crookji01
397,Mitch Garver,35,SEA,AL,0.5,50,149,126,17,22,3,0,4,15,1,0,22,49,.175,.302,.294,.596,74,.303,95,37,2,1,0,0,0,2H/D,,garvemi01
398,Víctor Robles,29,SEA,AL,-0.2,65,149,133,15,34,3,2,0,9,10,2,9,22,.256,.315,.308,.623,82,.300,87,41,4,3,3,1,0,98/7H1D,,roblevi01
399,Thomas Saggese,24,STL,NL,0.1,49,149,135,25,36,5,1,4,13,4,2,11,37,.267,.315,.407,.723,106,.317,105,55,4,0,0,3,0,674/H5D,,saggeth01
400,Jose Trevino,33,CIN,NL,-0.3,46,148,144,12,31,3,0,5,17,0,1,1,28,.215,.219,.340,.559,53,.248,50,49,2,0,2,1,0,2/1H3,,trevijo01
401,Gabriel Arias,26,3TM,2LG,0.5,50,147,139,14,34,3,0,5,13,4,0,8,60,.245,.286,.374,.660,86,.294,80,52,1,0,0,0,1,56/H34,,ariasga01
401,Gabriel Arias,26,2TM,NL,0.0,8,13,12,1,3,0,0,0,2,0,0,1,3,.250,.308,.250,.558,58,.255,52,3,0,0,0,0,0,/6H34,,ariasga01
401,Gabriel Arias,26,CLE,AL,0.6,42,134,127,13,31,3,0,5,11,4,0,7,57,.244,.284,.386,.669,89,.298,83,49,1,0,0,0,1,56/H43,,ariasga01
401,Gabriel Arias,26,NYM,NL,-0.2,2,5,5,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-126,0,0,0,0,0,0,/36,,ariasga01
401,Gabriel Arias,26,CHC,NL,0.2,6,8,7,1,3,0,0,0,2,0,0,1,2,.429,.500,.429,.929,160,.414,163,3,0,0,0,0,0,/6H34,,ariasga01
402,Adam Frazier*,34,LAA,AL,0.4,64,145,128,19,30,8,1,1,11,2,2,10,39,.234,.305,.336,.641,85,.289,86,43,1,3,4,0,1,4H/7D1,,fraziad01
403,Max Kepler*,33,ARI,NL,-0.7,41,145,132,11,27,7,0,2,15,0,0,11,32,.205,.262,.303,.565,57,.249,47,40,3,0,0,2,1,7/HD,,keplema01
404,Jorge Polanco#,32,NYM,NL,-1.4,37,145,135,7,20,5,0,2,6,0,0,9,36,.148,.201,.230,.431,21,.200,16,31,2,0,1,0,0,D/3H,,polanjo01
405,Sung-Mun Song*,29,SDP,NL,-0.2,72,145,123,19,23,4,0,1,16,13,4,18,28,.187,.289,.244,.533,53,.252,47,30,3,0,3,1,1,46H5/D,,songsu01
406,MJ Melendez*,27,NYM,NL,-0.2,56,144,120,14,23,5,1,4,11,0,1,17,50,.192,.315,.350,.665,87,.296,87,42,0,5,1,1,0,D7H/9,,melenmj01
407,Graham Pauley*,25,MIA,NL,-0.2,57,144,133,15,28,9,1,4,25,1,1,8,34,.211,.259,.383,.642,79,.281,76,51,4,1,1,1,0,53/H,,paulegr01
408,Samad Taylor,27,SDP,NL,0.8,38,143,125,21,39,2,2,1,13,10,2,14,38,.312,.386,.384,.770,118,.354,120,48,2,1,3,0,0,7/9H,,taylosa04
409,Tommy Troy,24,ARI,NL,0.1,45,143,129,23,28,3,1,4,9,1,0,13,34,.217,.289,.349,.638,77,.297,81,45,0,0,1,0,0,78/HD4,,troyto01
410,Carlos Correa,31,HOU,AL,1.3,32,141,122,22,34,8,0,3,16,1,0,18,26,.279,.369,.418,.787,124,.354,127,51,5,0,0,1,1,65,,correca01
411,Davis Schneider,27,TOR,AL,-0.4,63,141,114,18,16,6,0,3,12,1,0,25,48,.140,.293,.272,.565,57,.275,62,31,1,0,1,1,0,7H4/D,,schneda03
412,Tyler Tolbert,28,KCR,AL,1.1,73,140,122,31,36,5,0,3,8,21,4,12,28,.295,.360,.410,.770,118,.366,120,50,3,1,4,1,0,H6947/8D15,,tolbety01
